UserId,SessionId,Duration,SessionSequence
fac9052e-3877-4604-8fae-a418e9a51a2e,b8285f08-0c9a-4453-b1fd-2c829a309574,00:03:49.8340000,030
fac9052e-3877-4604-8fae-a418e9a51a2e,52e6c586-be27-4ac7-8ae3-11c38506c2dd,00:20:11.5017790,026767630
fac9052e-3877-4604-8fae-a418e9a51a2e,b3e080b8-8c34-474b-9765-e1aa04a32256,00:11:41.3010000,03530
fac9052e-3877-4604-8fae-a418e9a51a2e,6cadfff3-999f-4669-b663-3ff720672242,00:42:25.2250000,0267620
82cf42bb-9c0c-4827-9722-5f5175ecf7b2,62554cdd-96a7-4f58-ba01-7752bd92f7f2,01:03:12.7340000,02674267676742426747620
e463367f-f268-439e-ac90-e24157548499,a68f7bac-495c-4e75-af4d-073ed43e0c6a,00:22:30.3038050,015353530
e463367f-f268-439e-ac90-e24157548499,6229ec08-a5e5-4225-94d7-f28c09955b80,00:43:20.8440000,026762420
73825c91-6c3a-49f6-ade7-cb162f5efccf,751db2db-1990-4e4f-ba0c-e1e9c2bfaa4d,00:15:29.2170000,0353530
73825c91-6c3a-49f6-ade7-cb162f5efccf,7d20b0a2-5768-4d8e-8d31-93d2067184e8,00:04:51.4270000,010
73825c91-6c3a-49f6-ade7-cb162f5efccf,29399403-fa8a-48b3-97a5-546183d2ac00,01:03:08.0750000,02476742420
7ff048bc-acca-4df1-96c6-4f4423fa3ff6,1aaf7178-99e7-4b21-af6c-4ce256ed9deb,00:01:54.4980000,010
7ff048bc-acca-4df1-96c6-4f4423fa3ff6,235fa32e-3897-4983-9909-fab4811f4acc,00:09:25.3430000,010
7ff048bc-acca-4df1-96c6-4f4423fa3ff6,ac11636f-06b3-4f8a-b2d6-7b61bf7dc246,00:15:52.1005280,0353510
7ff048bc-acca-4df1-96c6-4f4423fa3ff6,147694d5-46b0-435b-977e-53d202d6488b,00:51:23.6160000,024767620
